route_id,name,ref,from_stop,to_stop,operator,network,route_type,coord_count
15863622,149 (4-53) พุทธมณฑลสาย 2 - เอกมัย,149 (4-53),,,TSB,TSB,bus,37
15863695,149 (4-53) เอกมัย - พุทธมณฑลสาย 2,149 (4-53),,,TSB,TSB,bus,34
15863790,115 (1-45) สวนสยาม - บางรัก,115 (1-45),,,smart bus,smart bus,bus,44
15863791,115 (1-45) บางรัก - สวนสยาม,115 (1-45),,,smart bus,smart bus,bus,45
15870234,43 (4-11) โรงเรียนศึกษานารี 2 - เทเวศร์,43 (4-11),,,smart bus,smart bus,bus,51
15870235,43 (4-11) เทเวศร์ - โรงเรียนศึกษานารี 2,43 (4-11),,,smart bus,smart bus,bus,62
15887286,90 ปอ. ปทุมธานี - สถานีรถไฟฟ้าหมอชิต,90,,,,DLT,bus,46
15887287,90 ปอ. สถานีรถไฟฟ้าหมอชิต - ปทุมธานี,90,,,,DLT,bus,48
15955957,45 (3-9E) หนามแดง - สี่พระยา,45 (3-9E),,,BMTA,BMTA,bus,23
15955958,45 (3-9E) สี่พระยา - หนามแดง,45 (3-9E),,,BMTA,BMTA,bus,38
15971179,4-70E สถานีรถไฟฟ้าหมอชิต - เซ็นทรัลศาลายา,4-70E,,,BMTA,BMTA,bus,60
16016024,204 (2-52) หมอชิต 2 - ห้วยขวาง - ท่าน้ำราชวงศ์,204 (2-52),,,BMTA,BMTA,bus,36
16016025,204 (2-52) ท่าน้ำราชวงศ์ - ห้วยขวาง - หมอชิต 2,204 (2-52),,,BMTA,BMTA,bus,32
16032657,33 (2-6) ปทุมธานี - เทเวศร์,33 (2-6),,,Bus 33,DLT,bus,32
16032658,33 (2-6) เทเวศร์ - ปทุมธานี,33 (2-6),,,Bus 33,DLT,bus,39
16128201,529 (4-28) แสมดำ - อนุสาวรีย์ชัยสมรภูมิ,529 (4-28),,,TSB,TSB,bus,61
16128202,529 (4-28) อนุสาวรีย์ชัยสมรภูมิ - แสมดำ,529 (4-28),,,TSB,TSB,bus,67
16186314,124 (4-51) บ้านเอื้ออาทรศาลายา - สนามหลวง,124 (4-51),,,smart bus,smart bus,bus,59
16186315,124 (4-51) สนามหลวง - บ้านเอื้ออาทรศาลายา,124 (4-51),สนามหลวง,ศาลายา,smart bus,smart bus,bus,59
16559631,21E (4-7E) วัดคู่สร้าง - จุฬาลงกรณ์มหาวิทยาลัย (ทางด่วน),21E (4-7E),วัดคู่สร้าง,จุฬาลงกรณ์มหาวิทยาลัย,BMTA,BMTA,bus,44
16559632,21E (4-7E) จุฬาลงกรณ์มหาวิทยาลัย - วัดคู่สร้าง (ทางด่วน),21E (4-7E),จุฬาลงกรณ์ฯ,วัดคู่สร้าง,BMTA,BMTA,bus,48
16701515,20 ปอ. พระสมุทรเจดีย์ - ปากน้ำ,20 Shorts,,,BMTA,BMTA,bus,26
16701516,20 ปอ. ปากน้ำ - พระสมุทรเจดีย์,20 Shorts,,,BMTA,BMTA,bus,24
16915315,1-50 เคหะร่มเกล้า - อนุสาวรีย์ชัยสมรภูมิ,1-50,,,BMTA,BMTA,bus,74
16915316,1-50 อนุสาวรีย์ชัยสมรภูมิ - เคหะร่มเกล้า,1-50,,,BMTA,BMTA,bus,73
16935560,1-20E (510E) ม.ธรรมศาสตร์ ศูนย์รังสิต - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน),1-20E (510E),,,BMTA,BMTA,bus,33
16935561,1-20E (510E) อนุสาวรีย์ชัยสมรภูมิ - ม.ธรรมศาสตร์ ศูนย์รังสิต (ทางด่วน),1-20E (510E),,,BMTA,BMTA,bus,26
16936023,59 (1-8) รังสิต - สนามหลวง,59 (1-8),,,BMTA,BMTA,bus,62
16936024,59 (1-8) สนามหลวง - รังสิต,59 (1-8),,,BMTA,BMTA,bus,63
17032619,2-2 ปากเกร็ด - ท่าน้ำสี่พระยา,2-2,,,BMTA,BMTA,bus,32
17032620,2-2 ท่าน้ำสี่พระยา - ปากเกร็ด,2-2,,,BMTA,BMTA,bus,38
17041397,5 อู่กำแพงเพชร - สะพานพุทธ,5,,,BMTA,BMTA,bus,52
17041398,5 สะพานพุทธ - อู่กำแพงเพชร,5,,,BMTA,BMTA,bus,51
17225524,680 ปอ. รังสิต - สวนสมเด็จ - บางใหญ่,680,รังสิต,บางใหญ่,Kitti Soontron,Kitti Soontron,bus,57
17225710,680 ปอ. บางใหญ่ - สวนสมเด็จ - รังสิต,680,บางใหญ่,รังสิต,Kitti Soontron,Kitti Soontron,bus,60
17487513,520 (1-68) มีนบุรี - รังสิต,520 (1-68),มีนบุรี,รังสิต,BMTA,BMTA,bus,7
17487514,520 (1-68) รังสิต - มีนบุรี,520 (1-68),รังสิต,มีนบุรี,BMTA,BMTA,bus,13
17544772,34 รังสิต - หัวลำโพง,34,,,TSB,TSB,bus,44
17544773,34 หัวลำโพง - รังสิต,34,,,TSB,TSB,bus,40
17641018,รถสองแถวสาย 1011,1011,พระประแดง,บางกอบัว,,,bus,25
17726510,2-29 สถานีรถไฟฟ้าคลองบางไผ่ - เซ็นทรัลพระราม 2,2-29,MRT คลองบางไผ่,เซ็นทรัลพระราม 2,BMTA,BMTA,bus,55
17726511,2-29 เซ็นทรัลพระราม 2 - สถานีรถไฟฟ้าคลองบางไผ่,2-29,เซ็นทรัลพระราม 2,MRT คลองบางไผ่,BMTA,BMTA,bus,50
17816492,511 (3-22E) ปากน้ำ - สายใต้ใหม่ (ทางด่วน),511 (3-22E),,,BMTA,BMTA,bus,59
17816493,511 (3-22E) สายใต้ใหม่ - ปากน้ำ (ทางด่วน),511 (3-22E),,,BMTA,BMTA,bus,60
17816769,3-31 เมกาบางนา - บางบอน,3-31,,,BMTA,BMTA,bus,74
17816770,3-31 บางบอน - เมกาบางนา,3-31,,,BMTA,BMTA,bus,80
17875255,1-7E (59E) รังสิต - สนามหลวง (ทางด่วน),1-7E (59E),,สนามหลวง,BMTA,BMTA,bus,39
17875256,1-7E (59E) สนามหลวง - รังสิต (ทางด่วน),1-7E (59E),,,BMTA,BMTA,bus,31
17875258,185 (1-16) แยกลำลูกกา - พระราม 9,185 (1-16),,,BMTA,BMTA,bus,14
17875259,185 (1-16) พระราม 9 - แยกลำลูกกา,185 (1-16),,,BMTA,BMTA,bus,4
17876843,3-19E (145E) ปากน้ำ - หมอชิต 2 (ทางด่วน),3-19E (145E),,,BMTA,BMTA,bus,59
17876844,3-19E (145E) หมอชิต 2 - ปากน้ำ (ทางด่วน),3-19E (145E),หมอชิต 2,อู่บ่อดิน,BMTA,BMTA,bus,50
17877971,114 (1-21) รังสิต - นครอินทร์,114 (1-21),,,BMTA,BMTA,bus,32
17877972,114 (1-21) นครอินทร์ - รังสิต,114 (1-21),,,BMTA,BMTA,bus,34
17878155,95 (1-29) บางเขน - ม.รามคำแหง,95 (1-29),,,,BMTA,bus,50
17878156,95 (1-29) ม.รามคำแหง - บางเขน,95 (1-29),,,BMTA,BMTA,bus,46
17890124,180 (3-20E) เซ็นทรัลพระราม 3 - เมกาบางนา,180 (3-20E),,,BMTA,BMTA,bus,46
17890125,180 (3-20E) เมกาบางนา - เซ็นทรัลพระราม 3,180 (3-20E),,,BMTA,BMTA,bus,45
17890127,206 (3-30) ศรีเอี่ยม - บางเขน,206 (3-30),,,BMTA,BMTA,bus,35
17890128,206 (3-30) บางเขน - ศรีเอี่ยม,206 (3-30),,,BMTA,BMTA,bus,36
17890526,72 (3-46) ท่าเรือคลองเตย - เทเวศร์,72 (3-46),,,BMTA,BMTA,bus,30
17890527,72 (3-46) เทเวศร์ - ท่าเรือคลองเตย,72 (3-46),,,,BMTA,bus,36
17890709,54 (2-44) วงกลมรอบเมือง : พระราม 9 - โบสถ์แม่พระ (วนซ้าย),54 (2-44),,,,BMTA,bus,24
17890710,54 (2-44) วงกลมรอบเมือง : โบสถ์แม่พระ - พระราม 9 (วนขวา),54 (2-44),,,,BMTA,bus,26
17895544,2-28 บางบัวทอง - สวนลุมพินี,2-28,,,BMTA,BMTA,bus,49
17895545,2-28 สวนลุมพินี - บางบัวทอง,2-28,,,,BMTA,bus,56
17899550,2-10E (63) นครอินทร์ - ประตูน้ำ (ทางด่วน),2-10E (63),,,BMTA,BMTA,bus,51
17899551,2-10E (63) ประตูน้ำ - นครอินทร์ (ทางด่วน),2-10E (63),,,BMTA,BMTA,bus,47
17899553,36 (2-40) อู่พระราม 9 - ฟอร์จูน - สี่พระยา,36 (2-40),อู่พระราม 9,สี่พระยา,BMTA,BMTA,bus,31
17899554,36 (2-40) สี่พระยา - ฟอร์จูน - อู่พระราม 9,36 (2-40),สี่พระยา,อู่พระราม 9,BMTA,BMTA,bus,32
17899703,2-33 บัวทองเคหะ - สถานีรถไฟบางซื่อ,2-33,,,BMTA,BMTA,bus,43
17899704,2-33 สถานีรถไฟบางซื่อ - บัวทองเคหะ,2-33,,,BMTA,BMTA,bus,37
17899706,2-53 วงกลม : อนุสาวรีย์ชัยสมรภูมิ - รัชดาภิเษก (วนซ้าย),2-53,,,BMTA,BMTA,bus,21
17899707,2-53 วงกลม : อนุสาวรีย์ชัยสมรภูมิ - รัชดาภิเษก (วนขวา),2-53,,,BMTA,BMTA,bus,22
17902336,166 (2-31E) ศรีสมาน - เมืองทองธานี - อนุสาวรียชัยสมรภูมิ,166 (2-31E),,,BMTA,BMTA,bus,28
17902337,166 (2-31E) อนุสาวรีย์ชัยสมรภูมิ - เมืองทองธานี - ศรีสมาน,166 (2-31E),,,BMTA,BMTA,bus,24
17902573,4-33E พระประแดง - หมอชิต 2,4-33E,,,BMTA,BMTA,bus,23
17902574,4-33E หมอชิต 2 - พระประแดง,4-33E,,,BMTA,BMTA,bus,24
17902576,101 (4-5) อู่บรมราชชนนี - ท่าน้ำพระประแดง,101 (4-5),,,BMTA,BMTA,bus,46
17902577,101 (4-5) ท่าน้ำพระประแดง - อู่บรมราชชนนี,101 (4-5),,,BMTA,BMTA,bus,49
17907219,37 (4-9) ท่าน้ำพระประแดง - จุฬาลงกรณ์มหาวิทยาลัย,37 (4-9),,,BMTA,BMTA,bus,39
17907220,37 (4-9) จุฬาลงกรณ์มหาวิทยาลัย - ท่าน้ำพระประแดง,37 (4-9),,,,BMTA,bus,43
17907352,21 (4-6) วัดคู่สร้าง - มหานาค,21 (4-6),,,BMTA,BMTA,bus,29
17907353,21 (4-6) มหานาค - วัดคู่สร้าง,21 (4-6),,,BMTA,BMTA,bus,32
17907545,A2 ท่าอากาศยานดอนเมือง - ดินแดง - อนุสาวรีย์ชัยสมรภูมิ,A2 (New),,,BMTA,BMTA,bus,6
17907546,A2 อนุสาวรีย์ชัยสมรภูมิ - ดินแดง - ท่าอากาศยานดอนเมือง,A2 (New),,,BMTA,BMTA,bus,10
17907690,26E (1-35E) มีนบุรี - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน),26E (1-35E),,,BMTA,BMTA,bus,16
17907691,26E (1-35E) อนุสาวรีย์ชัยสมรภูมิ - มีนบุรี (ทางด่วน),26E (1-35E),,,BMTA,BMTA,bus,22
17910539,93 (1-40) หมู่บ้านนักกีฬาฯ - พัฒนาการ - สี่พระยา,93 (1-40),,,BMTA,BMTA,bus,40
17910540,93 (1-40) สี่พระยา - พัฒนาการ - หมู่บ้านนักกีฬาฯ,93 (1-40),,,,BMTA,bus,49
17910542,501 (1-53) หมู่บ้านนักกีฬาฯ - ท่าราชวรดิฐ,501 (1-53),,,BMTA,BMTA,bus,59
17910543,501 (1-53) ท่าราชวรดิฐ - หมู่บ้านนักกีฬาฯ,501 (1-53),,,BMTA,BMTA,bus,61
17912717,509 (4-60) หมู่บ้านเศรษฐกิจ - หมอชิต 2,509 (4-60),,,BMTA,BMTA,bus,67
17912718,509 (4-60) หมอชิต 2 - หมู่บ้านเศรษฐกิจ,509 (4-60),,,BMTA,BMTA,bus,71
17912988,514 (1-54) มีนบุรี - สวนลุมพินี,514 (1-54),,,BMTA,BMTA,bus,38
17913358,514 (1-54) สวนลุมพินี - มีนบุรี,514 (1-54),,,,BMTA,bus,26
17913500,514E (1-55E) มีนบุรี - ท่าน้ำสี่พระยา,514E (1-55E),,,BMTA,BMTA,bus,52
17913501,514E (1-55E) ท่าน้ำสี่พระยา - มีนบุรี,514E (1-55E),,,,BMTA,bus,52
17914003,73 (2-45) บ้านเอื้ออาทรบึงกุ่ม - สะพานพุทธ,73 (2-45),,,BMTA,BMTA,bus,43
17914004,73 (2-45) สะพานพุทธ - บ้านเอื้ออาทรบึงกุ่ม,73 (2-45),,,BMTA,BMTA,bus,46
17914161,505E (2-24E) ปากเกร็ด - วงเวียนใหญ่,505E (2-24E),,,BMTA,BMTA,bus,30
17914162,505E (2-24E) วงเวียนใหญ่ - ปากเกร็ด,505E (2-24E),,,BMTA,BMTA,bus,29
17924627,4-69 อู่บรมราชชนนี - พระราม 9,4-69,,,BMTA,BMTA,bus,45
17924628,4-69 พระราม 9 - อู่บรมราชชนนี,4-69,,,BMTA,BMTA,bus,55
17924691,179 (3-49) กทม.2 - พระราม 7,179 (3-49),,,,BMTA,bus,23
17924692,179 (3-49) พระราม 7 - กทม.2,179 (3-49),,,BMTA,BMTA,bus,26
17932916,66 (2-12) สายใต้ปิ่นเกล้า - ศูนย์ราชการฯ แจ้งวัฒนะ,66 (2-12),,,BMTA,BMTA,bus,3
17932917,66 (2-12) ศูนย์ราชการฯ แจ้งวัฒนะ - สายใต้ปิ่นเกล้า,66 (2-12),,,BMTA,BMTA,bus,6
17933051,2-32E ประชานิเวศน์ 3 - สนามหลวง (ทางด่วน),2-32E,,,BMTA,BMTA,bus,32
17933052,2-32E สนามหลวง - ประชานิเวศน์ 3 (ทางด่วน),2-32E,,,BMTA,BMTA,bus,32
17942504,13 (3-38) คลองเตย - ปัฐวิกรณ์,13 (3-38),,,BMTA,BMTA,bus,20
17942505,13 (3-38) ปัฐวิกรณ์ - คลองเตย,13 (3-38),,,BMTA,BMTA,bus,20
17948655,1-80E อู่สวนสยาม - สถานีรถไฟฟ้าสนามไชย (ทางด่วน),1-80E,,,BMTA,BMTA,bus,34
17948656,1-80E สถานีรถไฟฟ้าสนามไชย - อู่สวนสยาม (ทางด่วน),1-80E,,,BMTA,BMTA,bus,52
17948874,73 (2-46) อู่สวนสยาม - โพธิ์แก้ว - สนามกีฬาแห่งชาติ,73 (2-46),,,BMTA,BMTA,bus,45
17948875,73 (2-46) สนามกีฬาแห่งชาติ - โพธิ์แก้ว - อู่สวนสยาม,73 (2-46),,,BMTA,BMTA,bus,44
17948973,79 (4-42) อู่บรมราชชนนี - ราชประสงค์,79 (4-42),,,BMTA,BMTA,bus,29
17948974,79 (4-42) ราชประสงค์ - อู่บรมราชชนนี,79 (4-42),,,BMTA,BMTA,bus,30
17951934,15 (4-2) วงกลม : BRT ราชพฤกษ์ - สยาม - บางลำพู (วนซ้าย),15 (4-2),,,BMTA,BMTA,bus,41
17951935,15 (4-2) วงกลม : BRT ราชพฤกษ์ - สยาม - บางลำพู (วนขวา),15 (4-2),,,BMTA,BMTA,bus,16
17976207,189 (4-59) กระทุ่มแบน - สถานีรถไฟชุมทางตลิ่งชัน,189 (4-59),,,BMTA,BMTA,bus,47
17976208,189 (4-59) สถานีรถไฟชุมทางตลิ่งชัน - กระทุ่มแบน,189 (4-59),,,BMTA,BMTA,bus,43
17979444,515 ปอ. เซ็นทรัลศาลายา - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน),515E,,,BMTA,BMTA,bus,21
17979505,36ก (2-41) ปัฐวิกรณ์ - อนุสาวรีย์ชัยสมรภูมิ,36ก (2-41),,,BMTA,BMTA,bus,20
17979506,36ก (2-41) อนุสาวรีย์ชัยสมรภูมิ - ปัฐวิกรณ์,36ก (2-41),,,BMTA,BMTA,bus,19
17979738,178 (2-50) แฮปปี้แลนด์ - เซ็นทรัลลาดพร้าว,178 (2-50),,,BMTA,BMTA,bus,32
17979739,178 (2-50) เซ็นทรัลลาดพร้าว - แฮปปี้แลนด์,178 (2-50),,,BMTA,BMTA,bus,19
17983787,24 (2-39) ประชานิเวศน์ 3 - จุฬาลงกรณ์มหาวิทยาลัย,24 (2-39),,,BMTA,BMTA,bus,30
17983789,24 (2-39) จุฬาลงกรณ์มหาวิทยาลัย - ประชานิเวศน์ 3,24 (2-39),,,BMTA,BMTA,bus,27
17983855,22 (3-40) ถนนตก - แฮปปี้แลนด์,22 (3-40),,,BMTA,BMTA,bus,25
17983856,22 (3-40) แฮปปี้แลนด์ - ถนนตก,22 (3-40),,,BMTA,BMTA,bus,21
17988217,6250 รังสิต - ลำลูกกา คลอง 10,6250,,,บริษัท กิตติสุนทร จำกัด,,bus,3
17998758,191 (2-51) เคหะคลองจั่น - สถานีรถไฟฟ้าพระนั่งเกล้า,191 (2-51),,,BMTA,BMTA,bus,37
17998759,191 (2-51) สถานีรถไฟฟ้าพระนั่งเกล้า - เคหะคลองจั่น,191 (2-51),,,BMTA,BMTA,bus,28
18032481,63 สถานีรถไฟฟ้าพระนั่งเกล้า - อนุสาวรีย์ชัยสมรภูมิ,63,นนทบุรี,อนุสาวรีย์ชัยสมรภูมิ,BMTA,BMTA,bus,21
18032482,63 อนุสาวรีย์ชัยสมรภูมิ - สถานีรถไฟฟ้าพระนั่งเกล้า,63,,,BMTA,BMTA,bus,17
18088752,205 (3-51) วงกลมคลองเตย - เดอะมอลล์ท่าพระ (วนซ้าย),205 (3-51),,,BMTA,BMTA,bus,6
18088753,205 (3-51) วงกลมคลองเตย - เดอะมอลล์ท่าพระ (วนขวา),205 (3-51),,,BMTA,BMTA,bus,9
18169875,3-26E (537) สถาบันการแพทย์จักรีนฤบดินทร์ - รพ.รามาธิบดี,3-26E (537),,,TSB,TSB,bus,19
18169876,3-26E (537) รพ.รามาธิบดี - สถาบันการแพทย์จักรีนฤบดินทร์,3-26E (537),,,TSB,TSB,bus,12
18230594,1-71X มีนบุรี - เคหะฉลองกรุง,1-71X,,,TSB,TSB,bus,34
18230595,1-71X เคหะฉลองกรุง - มีนบุรี,1-71X,,,TSB,TSB,bus,34
18320493,สองแถว 1526 ถนอมมิตร - ลาดพร้าว 81,1526,ถนอมมิตรพาร์ค,ซอยลาดพร้าว 81,,สองแถว,bus,23
18320494,สองแถว 1526 ลาดพร้าว 81 - ถนอมมิตร,1526,ซอยลาดพร้าว 81,ถนอมมิตรพาร์ค,,สองแถว,bus,19
18324340,สองแถว 1089 รามอินทรา กม.5 - วัชรพล - เพิ่มสิน 20,1089,รามอินทรา กม.5,เพิ่มสิน 20,,สองแถว,bus,3
18324341,สองแถว 1089 เพิ่มสิน 20 - วัชรพล - รามอินทรา กม.5,1089,เพิ่มสิน 20,รามอินทรา กม.5,,สองแถว,bus,6
18330718,สองแถว 1096 (ถนอมมิตร) ถนอมมิตร - พหลโยธิน 48 - สะพานใหม่,1096 (ถนอมมิตร),ถนอมมิตร,สะพานใหม่,,สองแถว,bus,4
18334504,สองแถว 1096 (รามอินทรา กม.2) รามอินทรา กม.2 - พหลโยธิน 48 - สะพานใหม่,สองแถว 1096 (รามอินทรา กม.2),รามอินทรา กม.2,สะพานใหม่,,สองแถว,bus,3
18382718,156 (2-49) วงกลม : อุ่เลียบทางด่วนรามอินทรา - นวมินทร์ - ตลาดสุคนธสวัสดิ์ (วนขวา),156 (2-49),อุ่เลียบทางด่วนรามอินทรา,อุ่เลียบทางด่วนรามอินทรา,BMTA,BMTA,bus,81
18382719,156 (2-49) วงกลม : อุ่เลียบทางด่วนรามอินทรา - ตลาดสุคนธสวัสดิ์ - นวมินทร์ (วนซ้าย),156 (2-49),อุ่เลียบทางด่วนรามอินทรา,อุ่เลียบทางด่วนรามอินทรา,BMTA,BMTA,bus,78
18439188,1060 Songthaew: ตลาด กม.4 => วัดหนองใหญ่,1060,ตลาด กม.4,วัดหนองใหญ่,,,bus,33
18456141,13 ปอ. (3-38) คลองเตย - ห้วยขวาง,13 AC (3-38),,,BMTA,BMTA,bus,11
18456142,13 ปอ. (3-38) ห้วยขวาง - คลองเตย,13 AC (3-38),,,BMTA,BMTA,bus,8
18486350,Songthaew 1009 Wat Nong Yai > Phoemsin > Saphan Mai,1009,,,,,bus,39
18491738,Songthaew 1009 Saphan Mai > Phoemsin > Wat Nong Yai,1009,,,,,bus,42
18529639,1009 Songthaew: Or Ngern Market Songthaew Terminal => Wat Koh => Saphan Mai,1009 Songthaew,,,,,bus,20
18529865,1009 Songthaew:Saphan Mai => Wat Koh => Or Ngern Market Songthaew Terminal,1009 Songthaew,,,,,bus,12
18614249,Songthaew 1141 Bagna Intersection Market => Wat Bagna Nok,1141,,,,,bus,4
18614359,Songthaew 1141 Wat Bagna Nok => Bagna Intersection Market,1141,,,,,bus,4
18616371,Songthaew 1141 Bagna Intersection Market => BTS Bagna Station => Bagna Intersection Market,1141,,,,,bus,3
18669597,20 (4-4) ท่าดินแดง - ป้อมพระจุลจอมเกล้า,20 (4-4),ท่าดินแดง,ป้อมพระจุลจอมเกล้า,BMTA,BMTA,bus,40
18669598,20 (4-4) ป้อมพระจุลจอมเกล้า - ท่าดินแดง,20 (4-4),ป้อมพระจุลจอมเกล้า,ท่าดินแดง,BMTA,BMTA,bus,43
18725189,96ก (1-43) มีนบุรี - คันนายาว - แฮปปี้แลนด์,96ก (1-43),,,BMTA,BMTA,bus,15
18725190,96ก (1-43) แฮปปี้แลนด์ - คันนายาว - มีนบุรี,96ก (1-43),,,BMTA,BMTA,bus,17
18726474,556 (4-64) แยกนครชัยศรี - อนุสาวรีย์ประชาธิปไตย,556 (4-64),,,BMTA,BMTA,bus,15
18726475,556 (4-64) อนุสาวรีย์ประชาธิปไตย - แยกนครชัยศรี,556 (4-64),,,BMTA,BMTA,bus,13
18791074,2-36 วัดคลองเสมียนตรา - ศูนย์ราชการฯ แจ้งวัฒนะ,2-36 Extra,,,BMTA,BMTA,bus,43
18791075,2-36 ศูนย์ราชการฯ แจ้งวัฒนะ - วัดคลองเสมียนตรา,2-36 Extra,,,BMTA,BMTA,bus,36
19149084,รถโดยสารประจำทางด่วนพิเศษ 402 : ราชพฤกษ์ → สาทร,402,ราชพฤกษ์,สาทร,BTS Group Holdings,BRT,bus,14
19553941,3-31 เมกาบางนา - สีลม,3-31 Extra,,,BMTA,BMTA,bus,28
19553942,3-31 สีลม - เมกาบางนา,3-31 Extra,,,BMTA,BMTA,bus,13
