route_id,name,ref,from_stop,to_stop,operator,network,route_type,coord_count
1700755,เมืองทอง-แจ้งวัฒนะ,1,,,,สองแถวเมืองทองธานี,bus,4
1701250,แจ้งวัฒนะ-ติวานนท์,3,,,,รถสองแถวเมืองทองธานี,bus,4
1701251,166 เมืองทองธานี - อนุสาวรีย์ชัยสมรภูมิ,166,,,BMTA,BMTA,bus,25
2148296,รถโดยสารประจำทางด่วนพิเศษ 402: สาทร → ราชพฤกษ์,402,สาทร,ราชพฤกษ์,BTS Group Holdings,BRT,bus,14
2170840,203 สนามหลวง - ท่าอิฐ,203,Sanam Luang,Tha It Bus depot,Bangkok 118,DLT,bus,32
2172576,203 ท่าอิฐ - สนามหลวง,203,Tha It Bus depot,Sanam Luang,Bangkok 118,DLT,bus,35
2172595,3 (2-37) คลองสาน - กรุงเทพอภิวัฒน์,3 (2-37),,,BMTA,BMTA,bus,44
2174648,3 (2-37) กรุงเทพอภิวัฒน์ - คลองสาน,3 (2-37),,,BMTA,BMTA,bus,41
2341849,166 อนุสาวรีย์ชัยสมรภูมิ - เมืองทองธานี,166,Victory Monument,Muang Thong Thani,BMTA,BMTA,bus,21
2341850,522 (1-22E) รังสิต - อนุสาวรีย์ชัยสมรภูมิ,522 (1-22E),,,BMTA,BMTA,bus,39
2341851,522 (1-22E) อนุสาวรีย์ชัยสมรภูมิ - รังสิต,522 (1-22E),Victory Monument,Rangsit,BMTA,BMTA,bus,34
2446915,48 (3-11) ม.รามคำแหง 2 - ท่าช้าง,48 (3-11),,,smart bus,smart bus,bus,57
2447814,145 (3-18) ปากน้ำ - หมอชิต 2,145 (3-18),Pak Nam,Mo Chit 2 Bus Terminal (Chatuchak),BMTA,BMTA,bus,93
2465747,23 (3-5) ปู่เจ้าสมิงพราย - เทเวศร์,23 (3-5),สำโรง,เทเวศร์,BMTA,BMTA,bus,56
2466740,52 (1-6) ปากเกร็ด - หมอชิต 2,52 (1-6),,,smart bus,smart bus,bus,12
2474122,136 (3-47) หมอชิต 2 - คลองเตย,136 (3-47),,,BMTA,BMTA,bus,27
2793245,Unknown,1205,,,,Songthaew,bus,3
3088576,52 (1-6) หมอชิต 2 - ปากเกร็ด,52 (1-6),,,smart bus,smart bus,bus,13
3088610,1053 นนทบุรี → วัดสาลีโขภิตาราม,1053,Nonthaburi Pier,Wat Sali Kho Phitaram,บริษัท สนามบินน้ำ จำกัด,,bus,16
3999294,51 (2-8) วัดปรางค์หลวง - บางเขน,51 (2-8),Wat Prang Luang,Bang Khen,smart bus,smart bus,bus,39
3999295,51 (2-8) บางเขน - วัดปรางค์หลวง,51 (2-8),,,smart bus,smart bus,bus,34
3999302,32 (2-5) ปากเกร็ด - วัดโพธิ์,32 (2-5),Pak Kret,Wat Pho,BMTA,BMTA,bus,21
3999303,32 (2-5) วัดโพธิ์ - ปากเกร็ด,32 (2-5),Wat Pho,Pak Kret,BMTA,BMTA,bus,34
7410374,50 (2-7) พระราม 7 - สวนลุมพินี,50 (2-7),สะพานพระราม 7,สวนลุมพินี,BMTA,BMTA,bus,35
7838579,1060 Songthaew: วัดหนองใหญ่ => ตลาด กม.4,1060,วัดหนองใหญ่,ตลาด กม.4,,,bus,32
9147414,1024ข บางบัวทอง → พระราม 5 (หลังคาฟ้า),1024ข,Bang Bua Thong Market,Nonthaburi Pier,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,65
9147420,1003บบท ถนนท่าน้ำนนท์ → บางบัวทอง,1003บบท,Bang Si Mueang Pier,Bang Bua Thong Market,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,54
9147423,1003บก ถนนท่าน้ำนนท์ → บางกรวย,1003บก,Bang Si Mueang Pier,Bang Kruai,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,24
9147426,1002 ถนนท่าน้ำนนท์ → บางใหญ่เก่า,1002,Bang Si Mueang Pier,Baan Bang Yai Kao,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,25
9147443,1024ก บางบัวทอง → นครอินทร์ (หลังคาขาว),1024ก,Bang Bua Thong Market,Nonthaburi Pier Market,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,48
9147617,1010 สี่แยกบางสีทอง → มจพ.,1010,Bang Si Thong Intersection,King Mongkut's University of Technology North Bangkok,,,bus,10
9155852,4 ท่าน้ำนนท์ → วัดโบสถ์บน,4,Nonthaburi Pier,Wat Botbon,,,bus,14
9159635,1-CCW วงกลม นนทบุรี - สนามบินน้ำ (วนซ้าย),1,,,บริษัท สนามบินน้ำ จำกัด,,bus,59
9159675,1-CW วงกลม นนทบุรี - สนามบินน้ำ (วนขวา),1,,,บริษัท สนามบินน้ำ จำกัด,,bus,70
9378824,17004 ท่าน้ำบางศรีเมือง → วัดประชารังสรรค์,17004,Bang Si Mueang Pier,Wat Pracha Rangsan,ห้างหุ้นส่วนจำกัด ศรีเมืองนนทบุรี,,bus,20
9382739,516 (2-25) บัวทองเคหะ - เทเวศร์,516 (2-25),Buathong Kheha,Thewet,BMTA,BMTA,bus,58
9382740,516 (2-25) เทเวศร์ - บัวทองเคหะ,516 (2-25),Thewet,Buathong Kheha,BMTA,BMTA,bus,53
9394390,1010 มจพ. → สี่แยกบางสีทอง,Unknown,King Mongkut's University of Technology North Bangkok,Bang Si Thong Intersection,,,bus,10
9412353,6162 วัดชลอ → นนทบุรี,6162,Wat Chalo,Nonthaburi Pier,ห้างหุ้นส่วนจำกัด ธนภัสนันท์ เดินรถ,,bus,24
9444033,7 (4-36) เอกชัย - หัวลำโพง,7 (4-36),Samut Sakhon,Hua Lamphong,T. MANIT TRANSPORTATION,TSB,bus,47
9444045,7 (4-36) หัวลำโพง - เอกชัย,7 (4-36),Hua Lamphong,Samut Sakhon,T. MANIT TRANSPORTATION,TSB,bus,39
9446053,75 (4-13) อู่ธารทิพย์ - หัวลำโพง,75 (4-13),Tantip Bus Depot,Hua Lamphong,Grand City Buses,TSB,bus,50
9446058,75 (4-13) หัวลำโพง - อู่ธารทิพย์,75 (4-13),Hua Lamphong,Tantip Bus Depot,Grand City Buses,TSB,bus,52
9464107,1024ข พระราม 5 → บางบัวทอง (หลังคาฟ้า),1024ข,Nonthaburi Pier,Bang Bua Thong Market,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,64
9464262,1024ก นครอินทร์ → บางบัวทอง (หลังคาขาว),1024ก,Nonthaburi Pier Market,Bang Bua Thong Market,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,51
9464316,1003บบท บางบัวทอง → ถนนท่าน้ำนนท์,1003บบท,Bang Bua Thong Market,Bang Si Mueang Pier,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,64
9464355,1003บก บางกรวย → ถนนท่าน้ำนนท์,1003บก,Bang Kruai,Bang Si Mueang Pier,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,28
9464364,1002 บางใหญ่เก่า → ถนนท่าน้ำนนท์,1002,Baan Bang Yai Kao,Bang Si Mueang Pier,บริษัท สหบางบัวทองขนส่ง จำกัด,,bus,34
9464396,17004 วัดประชารังสรรค์ → ท่าน้ำบางศรีเมือง,17004,Wat Pracha Rangsan,Bang Si Mueang Pier,ห้างหุ้นส่วนจำกัด ศรีเมืองนนทบุรี,,bus,20
9465463,1053 วัดสาลีโขภิตาราม → นนทบุรี,1053,Wat Sali Kho Phitaram,Nonthaburi Pier,บริษัท สนามบินน้ำ จำกัด,,bus,23
9476695,6162 นนทบุรี → วัดชลอ,6162,Nonthaburi Pier,Wat Chalo,ห้างหุ้นส่วนจำกัด ธนภัสนันท์ เดินรถ,,bus,24
9663003,1009 Bus/Van: Minburi > Sai Mai > Saphan Mai,1009,Minburi,Saphan Mai,Siammay,,bus,8
9691015,1009 Sukhaphiban 5 Road - Sai Mai - Saphan Mai,1009,ถนนสุขาภิบาล 5,สะพานใหม่,สยามเมย์,สยามเมย์,bus,44
9831671,10 มบ.คลัสเตอร์ วิลล์ ราชพฤกษ์ → ท่าน้ำนนท์,10,The Cluster Ville Ratchaphruek,Nonthaburi Pier,ห้างหุ้นส่วนจำกัด ศรีเมืองนนทบุรี,,bus,22
9831706,10 ท่าน้ำนนทบุรี → มบ.คลัสเตอร์ วิลล์ ราชพฤกษ์,10,Nonthaburi Pier,The Cluster Ville Ratchaphruek,ห้างหุ้นส่วนจำกัด ศรีเมืองนนทบุรี,,bus,30
10111136,1 (รถกะป๊อ) นนทบุรี → วัดชมภูเวก,1Kei,Nonthauri Police Forensic Science,Wat Chomphu Wek,บริษัท สนามบินน้ำ จำกัด,,bus,27
10111137,1 (รถกะป๊อ) วัดชมภูเวก → นนทบุรี,1Kei,Wat Chomphu Wek,Soi Nonthaburi 2/1,บริษัท สนามบินน้ำ จำกัด,,bus,19
10307081,3 ท่าน้ำนนท์ → วัดสังฆทาน → บางไผ่ ซอย 5,3,Nonthaburi Pier,Bang Pai Soi 5,ห้างหุ้นส่วนจำกัด ศรีเมืองนนทบุรี,,bus,24
10307089,3 บางไผ่ ซอย 5 → วัดสังฆทาน → ท่าน้ำนนท์,3,Bang Pai Soi 5,Nonthaburi Pier,ห้างหุ้นส่วนจำกัด ศรีเมืองนนทบุรี,,bus,30
10349801,17002 แยกศรีพรสวรรค์ → เซ็นทรัลรัตนาธิเบศร์,17002,Si Phon Sawan Intersection,CentralPlaza Rattanathibet,สหกรณ์เดินรถนนทบุรี จำกัด,,bus,16
10349841,17002 เซ็นทรัลรัตนาธิเบศร์ → แยกศรีพรสวรรค์,17002,CentralPlaza Rattanathibet,Si Phon Sawan Intersection,สหกรณ์เดินรถนนทบุรี จำกัด,,bus,34
10353345,1102 เข้าซอยเรวดี → วัดปากน้ำ,1102,Rewadee Road,Wat Pak Nam,บริษัท สี่ไชยทอง จำกัด,,bus,57
10353350,1102 วัดปากน้ำ → เข้าซอยเรวดี,1102,Wat Pak Nam,Rewadee Road,บริษัท สี่ไชยทอง จำกัด,,bus,51
13513506,145 (3-18) หมอชิต 2 - ปากน้ำ,145 (3-18),Mo Chit 2 Bus Terminal (Chatuchak),Pak Nam,BMTA,BMTA,bus,96
13513819,102 (3-12E) แพรกษา - เซ็นทรัลพระราม 3,102 (3-12E),อู่บ่อดิน,เซ็นทรัลพระราม 3,BMTA,BMTA,bus,49
13513820,102 (3-12E) เซ็นทรัลพระราม 3 - แพรกษา,102 (3-12E),เซ็นทรัลพระราม 3,อู่บ่อดิน,BMTA,BMTA,bus,50
13517858,142 (3-17E) ปากน้ำ - อู่แสมดำ,142 (3-17E),อู่ฟาร์มจระเข้สมุทรปราการ,อู่แสมดำ,BMTA,BMTA,bus,69
13517859,129 (1-14E) บางเขน - สำโรง,129 (1-14E),อู่บางเขน,สำโรง,BMTA,BMTA,bus,27
13517860,129 (1-14E) สำโรง - บางเขน,129 (1-14E),สำโรง,อู่บางเขน,BMTA,BMTA,bus,34
13517861,142 (3-17E) อู่แสมดำ - ปากน้ำ,142 (3-17E),อู่แสมดำ,อู่ฟาร์มจระเข้สมุทรปราการ,BMTA,BMTA,bus,69
13517862,25 (3-7E) สนามหลวง - ปากน้ำ (ทางด่วน),25 (3-7E),,อู่แพรกษาบ่อดิน,BMTA,BMTA,bus,40
13517863,25 (3-7E) ปากน้ำ - สนามหลวง (ทางด่วน),25 (3-7E),อู่แพรกษาบ่อดิน,,BMTA,BMTA,bus,51
13517979,23 (3-5) เทเวศร์ - ปู่เจ้าสมิงพราย,23 (3-5),เทเวศร์,สำโรง,BMTA,BMTA,bus,57
13518349,507 (3-13) สายใต้ใหม่ - สำโรง,507 (3-13),สายใต้ใหม่ (ตลิ่งชัน),สำโรง,smart bus,smart bus,bus,61
13518350,507 (3-13) สำโรง - สายใต้ใหม่,507 (3-13),สำโรง,สายใต้ใหม่ (ตลิ่งชัน),smart bus,smart bus,bus,64
13526524,511 ปอ. ปากน้ำ - สายใต้ใหม่,511,,สถานีขนส่งสายใต้ใหม่,BMTA,BMTA,bus,79
13526525,511 ปอ. สายใต้ใหม่ - ปากน้ำ,511,สถานีขนส่งสายใต้ใหม่,,BMTA,BMTA,bus,83
13526526,511 ปอ. ปากน้ำ - สายใต้ใหม่ (ทางด่วน),511,,สถานีขนส่งสายใต้ใหม่,BMTA,BMTA,bus,67
13526527,511 ปอ. สายใต้ใหม่ - ปากน้ำ (ทางด่วน),511,,ปากน้ำ,BMTA,BMTA,bus,65
13531415,536 (3-24E) ปากน้ำ - หมอชิต 2,536 (3-24E),อู่ฟาร์มจระเข้สมุทรปราการ,สถานีขนส่งหมอชิต 2,BMTA,BMTA,bus,57
13531416,536 (3-24E) หมอชิต 2 - ปากน้ำ,536 (3-24E),สถานีขนส่งหมอชิต 2,,,BMTA,bus,49
13724637,141 (4-24E) อู่แสมดำ - จุฬาลงกรณ์มหาวิทยาลัย,141 (4-24E),,,BMTA,BMTA,bus,49
13724638,141 (4-24E) จุฬาลงกรณ์มหาวิทยาลัย - อู่แสมดำ,141 (4-24E),,,BMTA,BMTA,bus,58
13725138,76 (4-14) อู่แสมดำ - ประตูน้ำ,76 (4-14),,,BMTA,BMTA,bus,56
13725139,76 (4-14) ประตูน้ำ - อู่แสมดำ,76 (4-14),,,BMTA,BMTA,bus,55
13725144,522 ปอ. สถานีรถไฟฟ้ารังสิต - สถานีรถไฟฟ้าแยก คปอ.,522 Shorts,,,BMTA,BMTA,bus,21
13725145,522 ปอ. สถานีรถไฟฟ้าแยก คปอ. - สถานีรถไฟฟ้ารังสิต,522 Shorts,,,BMTA,BMTA,bus,19
13725328,138 (4-22E) อู่ราชประชา - หมอชิต 2,138 (4-22E),,,,BMTA,bus,36
13725329,138 (4-22E) หมอชิต 2 - อู่ราชประชา,138 (4-22E),,,,BMTA,bus,22
13727214,S7 (558) เคหะธนบุรี - ท่าอากาศยานสุวรรณภูมิ,S7 (558),,,smart bus,smart bus,bus,50
13727215,S7 (558) ท่าอากาศยานสุวรรณภูมิ - เคหะธนบุรี,S7 (558),,,smart bus,smart bus,bus,54
13727645,543 ปอ. บางเขน - ลำลูกกา คลอง 7,543 (1-25),,,BMTA,BMTA,bus,27
13727646,543 (1-25) ลำลูกกา คลอง 7 - บางเขน,543 (1-25),,,BMTA,BMTA,bus,25
13727778,539 (4-62) อ้อมน้อย - อนุสาวรีย์ชัยสมรภูมิ,539 (4-62),,,Boon Mongkolkan,DLT,bus,61
13727779,539 (4-62) อนุสาวรีย์ชัยสมรภูมิ - อ้อมน้อย,539 (4-62),,,Boon Mongkolkan,DLT,bus,56
13727865,28 (4-38) สายใต้ใหม่ - ม.ราชภัฏจันทรเกษม,28 (4-38),,,smart bus,smart bus,bus,47
13727866,28 (4-38) ม.ราชภัฏจันทรเกษม - สายใต้ใหม่,28 (4-38),,,smart bus,smart bus,bus,48
13731011,S1 ท่าอากาศยานสุวรรณภูมิ - สนามหลวง,S1,Suvarnabhumi Airport,Sanam Luang,BMTA,BMTA,bus,11
13731012,S1 สนามหลวง - ท่าอากาศยานสุวรรณภูมิ,S1,,,BMTA,BMTA,bus,13
13731708,S2 (554) รังสิต - ท่าอากาศยานสุวรรณภูมิ,S2 (554),,,smart bus,smart bus,bus,34
13731709,S2 (554) ท่าอากาศยานสุวรรณภูมิ - รังสิต,S2 (554),,,smart bus,smart bus,bus,35
13731713,A1 ท่าอากาศยานดอนเมือง - หมอชิต 2,A1,,,,BMTA,bus,10
13731714,A1 หมอชิต 2 - ท่าอากาศยานดอนเมือง,A1,,,,BMTA,bus,13
13732521,A3 ท่าอากาศยานดอนเมือง - สวนลุมพินี,A3,,,,BMTA,bus,18
13732522,A3 สวนลุมพินี - ท่าอากาศยานดอนเมือง,A3,,,,BMTA,bus,17
13732523,A4 ท่าอากาศยานดอนเมือง - สนามหลวง,A4,,,,BMTA,bus,6
13732605,A4 สนามหลวง - ท่าอากาศยานดอนเมือง,A4,,,,BMTA,bus,17
13734805,543ก (1-34) บางเขน - นนทบุรี,543ก (1-34),,,,BMTA,bus,23
13734806,543ก (1-34) นนทบุรี - บางเขน,543ก (1-34),,,,BMTA,bus,22
13734808,510 (1-19) ม.ธรรมศาสตร์ ศูนย์รังสิต - อนุสาวรีย์ชัยสมรภูมิ,510 (1-19),,,BMTA,BMTA,bus,38
13734809,510 (1-19) อนุสาวรีย์ชัยสมรภูมิ - ม.ธรรมศาสตร์ ศูนย์รังสิต,510 (1-19),,,BMTA,BMTA,bus,44
13735109,111 วงกลม : เจริญนคร - ตลาดพลู (วนขวา),111,,,BMTA,BMTA,bus,30
13735110,111 วงกลม : เจริญนคร - ตลาดพลู (วนซ้าย),111,,,BMTA,BMTA,bus,36
13738617,20 ปอ. พระสมุทรเจดีย์ - ท่าดินแดง,20,,,,BMTA,bus,46
13738618,20 ปอ. ท่าดินแดง - พระสมุทรเจดีย์,20,,,,BMTA,bus,43
13738619,195 (3-50) เดอะมอลล์ท่าพระ - อู่คลองเตย,195 (3-50),,,BMTA,BMTA,bus,24
13738620,195 (3-50) อู่คลองเตย - เดอะมอลล์ท่าพระ,195 (3-50),,,BMTA,BMTA,bus,32
13756007,3-21 (207) ม.รามคำแหง - ม.รามคำแหง 2,3-21 (207),,,BMTA,BMTA,bus,51
13756008,3-21 (207) ม.รามคำแหง 2 - ม.รามคำแหง,3-21 (207),ม.รามคำแหง 2,ม.รามคำแหง,BMTA,BMTA,bus,46
13903252,147 (4-25) วงกลม : เคหะธนบุรี - ท่าพระ (วนขวา),147 (4-25),,,smart bus,smart bus,bus,61
13903253,147 (4-25) วงกลม : เคหะธนบุรี - ท่าพระ (วนซ้าย),147 (4-25),,,smart bus,smart bus,bus,55
13904175,108 (4-19) วงกลม : เดอะมอลล์ท่าพระ - อนุสาวรีย์ชัยสมรภูมิ (วนขวา),108 (4-19),The Mall Thapra,Victory Monument,smart bus,smart bus,bus,44
13904176,108 (4-19) วงกลม : เดอะมอลล์ท่าพระ - อนุสาวรีย์ชัยสมรภูมิ (วนซ้าย),108 (4-19),Victory Monument,The Mall Thapra,smart bus,smart bus,bus,44
13922303,504 (1-18E) รังสิต - บางรัก,504 (1-18E),Rangsit,Thanon Tok Intersection,smart bus,smart bus,bus,35
13922397,504 (1-18E) บางรัก - รังสิต,504 (1-18E),Thanon Tok Intersection,Rangsit,smart bus,smart bus,bus,33
13936340,35 (4-8) เคหะธนบุรี - บางลำพู,35 (4-8),เคหะธนบุรี,บางลำพู,B.B.Rich (Thailand),TSB,bus,67
13936341,35 (4-8) บางลำพู - เคหะธนบุรี,35 (4-8),บางลำพู,เคหะธนบุรี,B.B.Rich (Thailand),TSB,bus,59
13946879,68 สมุทรสาคร - บางลำพู,68 Mahachai,,,BMTA,BMTA,bus,68
13946880,68 บางลำพู - สมุทรสาคร,68 Mahachai,,,BMTA,BMTA,bus,67
13946882,68 (4-12) อู่แสมดำ - บางลำพู,68 (4-12),,,BMTA,BMTA,bus,57
13946883,68 (4-12) บางลำพู - อู่แสมดำ,68 (4-12),,,BMTA,BMTA,bus,62
13946885,68 มจธ.บางขุนเทียน - บางลำพู,68 KMUTT,,,BMTA,BMTA,bus,74
13946886,68 บางลำพู - มจธ.บางขุนเทียน,68 KMUTT,,,BMTA,BMTA,bus,66
13977217,ต.559 ฟิวเจอร์พาร์ค รังสิต - ท่าอากาศยานสุวรรณภูมิ,ต.559,,,,,bus,3
13986077,48 (3-11) ท่าช้าง - ม.รามคำแหง 2,48 (3-11),,,smart bus,smart bus,bus,54
13986079,132 (3-14) เคหะบางพลี - สถานีรถไฟฟ้าอุดมสุข,132 (3-14),,,TSB,TSB,bus,49
13986080,132 (3-14) สถานีรถไฟฟ้าอุดมสุข - เคหะบางพลี,132 (3-14),,,TSB,TSB,bus,35
13986081,133 ปอ. (3-15) เคหะบางพลี - สถานีรถไฟฟ้าเอกมัย,133 (3-15),,,,TSB,bus,71
13986082,133 ปอ. (3-15) สถานีรถไฟฟ้าเอกมัย - เคหะบางพลี,133 (3-15),,,TSB,TSB,bus,61
14031062,547 (4-63) บ้านเอื้ออาทรศาลายา - ถนนตก,547 (4-63),,,smart bus,smart bus,bus,71
14031063,547 (4-63) ถนนตก - บ้านเอื้ออาทรศาลายา,547 (4-63),,,smart bus,smart bus,bus,65
14032428,205 อู่คลองเตย - เดอะมอลล์ท่าพระ,205,,,BMTA,BMTA,bus,42
14032429,205 เดอะมอลล์ท่าพระ - อู่คลองเตย,205,,,BMTA,BMTA,bus,41
14082037,80 (4-43) วัดศรีนวลธรรมวิมล - สนามหลวง,80 (4-43),,,BMTA,BMTA,bus,51
14082038,80 (4-43) สนามหลวง - วัดศรีนวลธรรมวิมล,80 (4-43),,,BMTA,BMTA,bus,53
14082040,60 (1-38) อู่สวนสยาม - สถานีรถไฟฟ้าสนามไชย,60 (1-38),,,BMTA,BMTA,bus,57
14082041,60 (1-38) สถานีรถไฟฟ้าสนามไชย - อู่สวนสยาม,60 (1-38),,,BMTA,BMTA,bus,69
14082716,26 (1-36) มีนบุรี - รามอินทรา - หมอชิต 2,26 (1-36),,,BMTA,BMTA,bus,51
14082717,26 (1-36) หมอชิต 2 - รามอินทรา - มีนบุรี,26 (1-36),,,BMTA,BMTA,bus,47
14084373,6 ปอ. (4-1) พระประแดง - บางลำพู,6 (4-1),,,,TSB,bus,32
14084374,6 ปอ. (4-1) บางลำพู - พระประแดง,6 (4-1),,,,TSB,bus,37
14089080,519 (1-57) มีนบุรี - ท่าเรือคลองเตย,519 (1-57),,,BMTA,BMTA,bus,67
14089257,519 (1-57) ท่าเรือคลองเตย - มีนบุรี,519 (1-57),,,BMTA,BMTA,bus,61
14100852,3-16E (139 ปอ.) ม.รามคำแหง 2 - อนุสาวรีย์ชัยสมรภูมิ,3-16E (139),,,Paisan Samukkee Transport,DLT,bus,30
14100853,3-16E (139 ปอ.) อนุสาวรีย์ชัยสมรภูมิ - ม.รามคำแหง 2,3-16E (139),,,Paisan Samukkee Transport,DLT,bus,17
14123275,520 มีนบุรี - ตลาดไท,520,,,BMTA,BMTA,bus,53
14123277,520 ตลาดไท - มีนบุรี,520,,,BMTA,BMTA,bus,48
14124056,9 (4-37) กัลปพฤกษ์ - สถานีรถไฟสามเสน,9 (4-37),,,smart bus,smart bus,bus,31
14124057,9 (4-37) สถานีรถไฟสามเสน - กัลปพฤกษ์,9 (4-37),,,smart bus,smart bus,bus,35
14124257,11 อ่อนนุช 80 - ประตูน้ำ,11 Minibus,,,,,bus,17
14124258,11 ประตูน้ำ - อ่อนนุช 80,11 Minibus,,,,,bus,22
14124489,39 (1-5) รังสิต - อนุสาวรีย์ชัยสมรภูมิ,39 (1-5),รังสิต,อนุสาวรีย์ชัยสมรภูมิ,TSB,TSB,bus,29
14124490,39 (1-4) ม.ธรรมศาสตร์ ศูนย์รังสิต - บางเขน,39 (1-4),,,TSB,TSB,bus,17
14124491,39 (1-4) บางเขน - ม.ธรรมศาสตร์ ศูนย์รังสิต,39 (1-4),,,TSB,TSB,bus,15
14124493,39 (1-5) อนุสาวรีย์ชัยสมรภูมิ - รังสิต,39 (1-5),,,TSB,TSB,bus,19
14128388,30 (2-4) วัดปากน้ำนนทบุรี - สายใต้ปิ่นเกล้า,30 (2-4),วัดปากน้ำนนทบุรี,สายใต้ปิ่นเกล้า,smart bus,smart bus,bus,30
14128389,30 (2-4) สายใต้ปิ่นเกล้า - วัดปากน้ำนนทบุรี,30 (2-4),สายใต้ปิ่นเกล้า,วัดปากน้ำนนทบุรี,smart bus,smart bus,bus,43
14128656,56 (4-40) วงกลม : สะพานกรุงธน - บางลำพู (วนขวา),56 (4-40),,,CYKT,TSB,bus,25
14129594,56 (4-40) วงกลม : สะพานกรุงธน - บางลำพู (วนซ้าย),56 (4-40),,,CYKT,TSB,bus,25
14129596,7ก อู่บรมราชชนนี - พาหุรัด,7ก,,,BMTA,BMTA,bus,22
14129597,7ก พาหุรัด - อู่บรมราชชนนี,7ก,,,BMTA,BMTA,bus,26
14129602,40 (4-39) สายใต้ใหม่ - เอกมัย,40 (4-39),สายใต้ใหม่ (ตลิ่งชัน),เอกมัย,smart bus,smart bus,bus,52
14129603,40 (4-39) เอกมัย - สายใต้ใหม่,40 (4-39),เอกมัย,สายใต้ใหม่ (ตลิ่งชัน),smart bus,smart bus,bus,42
14129605,53 (2-9) วงกลมรอบเมือง : เทเวศร์ - สนามหลวง (วนขวา),53 (2-9),,,BMTA,BMTA,bus,23
14129606,53 (2-9) วงกลมรอบเมือง : เทเวศร์ - สนามหลวง (วนซ้าย),53 (2-9),,,BMTA,BMTA,bus,12
14129608,95 (1-10) บางเขน - สถานีรถไฟฟ้าหัวหมาก,95 (1-10),,,BMTA,BMTA,bus,35
14129609,95 (1-10) สถานีรถไฟฟ้าหัวหมาก - บางเขน,95 (1-10),,,BMTA,BMTA,bus,36
14129611,107 (1-12E) บางเขน - คลองเตย,107 (1-12E),,,BMTA,BMTA,bus,16
14129754,107 (1-12E) คลองเตย - บางเขน,107 (1-12E),,,BMTA,BMTA,bus,25
14129755,110 (2-35) ประชานิเวศน์ 3 - เทเวศร์,110 (2-35),,,smart bus,smart bus,bus,27
14129756,110 (2-35) เทเวศร์ - ประชานิเวศน์ 3,110 (2-35),,,smart bus,smart bus,bus,22
14129758,49 (2-43) หัวลำโพง - กรุงเทพอภิวัฒน์,49 (2-43),,,BMTA,BMTA,bus,36
14132110,49 (2-43) กรุงเทพอภิวัฒน์ - หัวลำโพง,49 (2-43),,,BMTA,BMTA,bus,32
14132112,95ก (1-11) รังสิต - บางกะปิ,95ก (1-11),,,BMTA,BMTA,bus,48
14132113,95ก (1-11) บางกะปิ - รังสิต,95ก (1-11),,,BMTA,BMTA,bus,47
14134302,136 (3-47) คลองเตย - หมอชิต 2,136 (3-47),,,BMTA,BMTA,bus,26
14136142,524 (1-23) หลักสี่ - สายใต้ใหม่,524 (1-23),,,smart bus,smart bus,bus,35
14136143,524 (1-23) สายใต้ใหม่ - หลักสี่,524 (1-23),,,smart bus,smart bus,bus,26
